"","YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
"7679",2015,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3380,"Race/Ethnicity","White, non-Hispanic"
"7680",2013,"NV","Nevada","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",122,"Race/Ethnicity","Hispanic"
"7685",2017,"AL","Alabama","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1738,"Gender","Male"
"7686",2013,"OK","Oklahoma","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",31,"Race/Ethnicity","Asian or Pacific Islander"
"7690",2015,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",11292,"Race/Ethnicity","White, non-Hispanic"
"7691",2011,"KY","Kentucky","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4305,"Overall","Overall"
"7693",2010,"AK","Alaska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7695",2013,"ND","North Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"7699",2020,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2723,"Gender","Female"
"7700",2017,"NC","North Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",8560,"Overall","Overall"
"7702",2010,"DE","Delaware","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"7703",2014,"OK","Oklahoma","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2771,"Gender","Male"
"7704",2019,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7706",2015,"NC","North Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5741,"Race/Ethnicity","White, non-Hispanic"
"7707",2020,"SD","South Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",855,"Gender","Male"
"7710",2014,"NV","Nevada","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",64,"Race/Ethnicity","Asian or Pacific Islander"
"7713",2018,"MT","Montana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",786,"Race/Ethnicity","White, non-Hispanic"
"7716",2011,"MA","Massachusetts","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3490,"Overall","Overall"
"7718",2015,"AZ","Arizona","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",378,"Race/Ethnicity","American Indian or Alaska Native"
"7720",2010,"AR","Arkansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7721",2015,"IA","Iowa","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3187,"Overall","Overall"
"7722",2011,"HI","Hawaii","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",696,"Race/Ethnicity","Asian or Pacific Islander"
"7724",2013,"AL","Alabama","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"7726",2020,"NE","Nebraska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2843,"Overall","Overall"
"7730",2017,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",45,"Race/Ethnicity","Asian or Pacific Islander"
"7742",2012,"DE","Delaware","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7743",2010,"LA","Louisiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",32,"Race/Ethnicity","Hispanic"
"7746",2013,"KY","Kentucky","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Hispanic"
"7747",2019,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2841,"Race/Ethnicity","Black, non-Hispanic"
"7749",2016,"OH","Ohio","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7750",2015,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5837,"Gender","Female"
"7752",2014,"ID","Idaho","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7753",2012,"KY","Kentucky","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2106,"Gender","Female"
"7754",2015,"NE","Nebraska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",87,"Race/Ethnicity","Black, non-Hispanic"
"7762",2012,"TX","Texas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7765",2015,"AL","Alabama","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7766",2013,"LA","Louisiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",34,"Race/Ethnicity","Hispanic"
"7768",2019,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2838,"Race/Ethnicity","Black, non-Hispanic"
"7771",2017,"CO","Colorado","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",42,"Race/Ethnicity","American Indian or Alaska Native"
"7773",2020,"SC","South Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",43,"Race/Ethnicity","Asian or Pacific Islander"
"7774",2010,"ND","North Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",50,"Race/Ethnicity","American Indian or Alaska Native"
"7783",2017,"DE","Delaware","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",400,"Gender","Male"
"7791",2016,"FL","Florida","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2217,"Race/Ethnicity","Hispanic"
"7793",2019,"DE","Delaware","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",172,"Race/Ethnicity","Black, non-Hispanic"
"7804",2011,"NM","New Mexico","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",30,"Race/Ethnicity","Black, non-Hispanic"
"7815",2019,"MT","Montana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7818",2014,"NM","New Mexico","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",626,"Race/Ethnicity","White, non-Hispanic"
"7819",2010,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",33,"Race/Ethnicity","Asian or Pacific Islander"
"7822",2018,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",984,"Gender","Male"
"7841",2020,"IN","Indiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1050,"Race/Ethnicity","Black, non-Hispanic"
"7845",2016,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",106,"Race/Ethnicity","Hispanic"
"7850",2012,"NH","New Hampshire","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7851",2020,"NH","New Hampshire","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Black, non-Hispanic"
"7854",2017,"AR","Arkansas","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7858",2013,"MI","Michigan","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4588,"Gender","Male"
"7861",2019,"CA","California","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",282,"Race/Ethnicity","American Indian or Alaska Native"
"7863",2014,"NY","New York","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",8057,"Race/Ethnicity","White, non-Hispanic"
"7865",2015,"MN","Minnesota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2730,"Gender","Male"
"7867",2015,"MI","Michigan","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3910,"Gender","Female"
"7869",2017,"SC","South Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1715,"Race/Ethnicity","Black, non-Hispanic"
"7870",2012,"PA","Pennsylvania","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",216,"Race/Ethnicity","Hispanic"
"7872",2014,"HI","Hawaii","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",901,"Overall","Overall"
"7873",2011,"NC","North Carolina","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",55,"Race/Ethnicity","Hispanic"
"7876",2013,"IN","Indiana","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",103,"Race/Ethnicity","Hispanic"
"7879",2020,"MO","Missouri","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",98,"Race/Ethnicity","Hispanic"
"7883",2020,"KY","Kentucky","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3693,"Gender","Female"
"7885",2010,"NE","Nebraska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",89,"Race/Ethnicity","Black, non-Hispanic"
"7888",2017,"NJ","New Jersey","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",3258,"Gender","Male"
"7893",2014,"PA","Pennsylvania","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7895",2014,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",5285,"Overall","Overall"
"7897",2019,"MN","Minnesota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2760,"Gender","Female"
"7899",2012,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7901",2013,"CO","Colorado","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2026,"Race/Ethnicity","White, non-Hispanic"
"7905",2018,"MS","Mississippi","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1758,"Gender","Female"
"7906",2014,"DC","District of Columbia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7912",2020,"RI","Rhode Island","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",86,"Race/Ethnicity","Hispanic"
"7913",2019,"ND","North Dakota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",283,"Gender","Female"
"7914",2018,"MA","Massachusetts","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4084,"Overall","Overall"
"7916",2011,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","Asian or Pacific Islander"
"7921",2016,"GA","Georgia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",2873,"Gender","Female"
"7923",2011,"UT","Utah","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",572,"Gender","Female"
"7924",2015,"AK","Alaska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",42,"Race/Ethnicity","American Indian or Alaska Native"
"7925",2019,"AK","Alaska","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",47,"Race/Ethnicity","American Indian or Alaska Native"
"7929",2012,"DC","District of Columbia","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
"7930",2014,"MN","Minnesota","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",91,"Race/Ethnicity","Asian or Pacific Islander"
"7934",2012,"RI","Rhode Island","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",44,"Race/Ethnicity","Black, non-Hispanic"
"7940",2020,"MA","Massachusetts","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",4260,"Race/Ethnicity","White, non-Hispanic"
"7941",2016,"NV","Nevada","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",1023,"Gender","Male"
"7943",2012,"CT","Connecticut","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",987,"Gender","Male"
"7945",2018,"HI","Hawaii","Diabetes","Mortality due to diabetes reported as any listed cause of death","Number",NA,"Race/Ethnicity","American Indian or Alaska Native"
