"YearStart","LocationAbbr","LocationDesc","Topic","Question","DataValueType","DataValue","StratificationCategory1","Stratification1"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","6688","Race/Ethnicity","Asian or Pacific Islander"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","64.62","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","6914","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","177.37","Gender","Male"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","97731","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","141.51","Race/Ethnicity","White, non-Hispanic"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","113236","Overall","Overall"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","123518","Overall","Overall"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","265.31","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","94.24","Race/Ethnicity","Asian or Pacific Islander"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","175.78","Gender","Male"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","4329","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","139.47","Race/Ethnicity","White, non-Hispanic"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","167.11","Gender","Male"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","6751","Race/Ethnicity","Asian or Pacific Islander"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","6827","Race/Ethnicity","Hispanic"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","7920","Race/Ethnicity","Asian or Pacific Islander"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","168.58","Race/Ethnicity","Black, non-Hispanic"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","256.30","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","170.42","Overall","Overall"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","140.06","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","162.33","Gender","Female"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","57329","Gender","Male"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","58280","Gender","Male"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","179.18","Race/Ethnicity","American Indian or Alaska Native"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","1768","Race/Ethnicity","American Indian or Alaska Native"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","188.62","Race/Ethnicity","American Indian or Alaska Native"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","88836","Overall","Overall"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","1947","Race/Ethnicity","American Indian or Alaska Native"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","107.28","Race/Ethnicity","Asian or Pacific Islander"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","55907","Gender","Female"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","98.79","Race/Ethnicity","Asian or Pacific Islander"
2014,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","162.40","Gender","Male"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","163.20","Gender","Female"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","228.51","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","141.70","Race/Ethnicity","White, non-Hispanic"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Age-adjusted Rate","190.27","Race/Ethnicity","American Indian or Alaska Native"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","4803","Race/Ethnicity","Asian or Pacific Islander"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","95546","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","145.68","Gender","Female"
2015,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","1457","Race/Ethnicity","American Indian or Alaska Native"
2016,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Crude Rate","169.48","Overall","Overall"
2018,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","128425","Overall","Overall"
2017,"WA","Washington","Diabetes","Hospitalization with diabetes as a listed diagnosis","Number","85698","Race/Ethnicity","White, non-Hispanic"
2015,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2017,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","8.8","Gender","Male"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","74.2","Race/Ethnicity","White, non-Hispanic"
2021,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2018,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Gender","Male"
2019,"WA","Washington","Diabetes","Foot examination among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","32.7","Race/Ethnicity","Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","33.3","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2016,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Crude Prevalence","","Overall","Overall"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","34.8","Race/Ethnicity","Hispanic"
2019,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2016,"WA","Washington","Diabetes","Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes","Crude Prevalence","38.8","Gender","Female"
2018,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","81.3","Gender","Male"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2021,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","8.5","Gender","Male"
2021,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","44.0","Overall","Overall"
2016,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2016,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","48.0","Race/Ethnicity","White, non-Hispanic"
2017,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Age-adjusted Prevalence","8.4","Overall","Overall"
2021,"WA","Washington","Diabetes","Diabetes prevalence among women aged 18-44 years","Crude Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2019,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","52.4","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes","Age-adjusted Prevalence","48.6","Race/Ethnicity","Hispanic"
2017,"WA","Washington","Diabetes","Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2015,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","53.8","Overall","Overall"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2018,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Crude Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","82.6","Gender","Female"
2021,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Crude Prevalence","43.7","Race/Ethnicity","Hispanic"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Hispanic"
2014,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2017,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Other, non-Hispanic"
2015,"WA","Washington","Diabetes","Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2017,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Black, non-Hispanic"
2019,"WA","Washington","Diabetes","Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes","Age-adjusted Prevalence","","Race/Ethnicity","Multiracial, non-Hispanic"
2018,"WA","Washington","Diabetes","Prevalence of diagnosed diabetes among adults aged >= 18 years","Crude Prevalence","6.8","Race/Ethnicity","Other, non-Hispanic"
